method,rmse,mae,mbe,r2,willmott_d
et_thornthwaite,2.6761843139192996,2.634496753617422,2.634496753617422,0.47142630193673535,0.2953965069265143
et_thornthwaite_camargo,2.577878500908357,2.4958033501433188,2.4958033501433188,1.4141756096108404e-31,0.27302607764598685
et_camargo,2.5996568167441976,2.5135411881168905,-2.40267025317533,0.0022175155065421504,0.26677233569736314
et_hargreaves_samani,2.554733209036118,2.5304211180322946,2.5304211180322946,0.7816943155926422,0.3317499142866841
et_hargreaves_samani_corr,0.3587718639251776,0.2885161958517201,8.639112497629633e-16,0.7816943155926427,0.8711361450370703
et_priestley_taylor,2.39660036312659,2.3241363885224855,-2.3241363885224855,0.6569380294302845,0.29569098473550515
et_garcia_lopez,35.092634613639035,35.086822569120685,35.086822569120685,0.6335722394830908,0.02770875771976078
