month,et_thornthwaite,et_thornthwaite_camargo,et_camargo,et_hargreaves_samani,et_hargreaves_samani_corr,et_priestley_taylor,et_penman_monteith,et_garcia_lopez
1970-01-01,1185.7202491243174,0,1164.67626,1716.7898907236754,1790.7150127443272,2316.770468107714,1790.715012744329,7675.696052156891
