method,rmse,mae,mbe,r2,willmott_d
et_thornthwaite,2.2480032935497305,1.937811545084945,-1.6529911574317262,0.07528507632883287,0.46360784952884615
et_thornthwaite_camargo,5.108424984943687,4.892663969246801,-4.892663969246801,,0.2990768753285218
et_camargo,2.261891344568288,1.9876570599198249,-1.710488395476309,0.07171120269812623,0.4572314533173386
et_hargreaves_samani,0.7820844648825677,0.6525367586078146,-0.20198120770670427,0.7379239919962216,0.9087939863079596
et_hargreaves_samani_corr,0.7523287135854925,0.6181055069622828,-5.358191122125345e-15,0.7379239919962218,0.9181203741057129
et_priestley_taylor,1.9575354732899066,1.5361716898273239,1.4373099873316528,0.6822905498254002,0.7488782487540191
et_garcia_lopez,17.451168421400137,16.079183167793882,16.079183167793882,0.39263719466303615,0.14352805026565285
