date,tmed_c,rh_mean_pct,wind_mean_ms,tmax_c,rh_max_pct,wind_max_ms,tmin_c,rh_min_pct,rain_mm,rad_global_mj_m2_d,rad_net_mj_m2_d,et_thornthwaite,et_thornthwaite_camargo,et_camargo,et_hargreaves_samani,et_hargreaves_samani_corr,et_priestley_taylor,et_penman_monteith,et_garcia_lopez,T_med,I,I_Anual,a,et,T,UR,es_max,es_min,es,s,ea,delta_e,ra_extraterrestre_mj_m2_d
2024-01-01,28.3,78.4,1.0,33.3,82.3958333333333,2.88749999999999,24.1,57.0,0.0,0.510083333333333,0.2346383333333332,5.031280469129382,5.031280469129382,4.726100000000001,5.3708020526630085,2.68808118086978,0.1908965014285713,2.2465757952622036,37.6188862926873,28.146774193548392,13.683410558420444,170.64595402943502,4.658066786369904,150.93841407388146,4.599999999999998,12.69791666666665,3.986763436567782,2.476330045344838,0.7552166956114721,0.0528897847705221,0.0958967866614982,0.6593199089499738,16.7
2024-01-02,28.5,79.05000000000001,1.25,32.8,82.21874999999994,3.3437499999999947,25.1,61.5,0.0,0.5537374999999995,0.25471924999999973,5.031280469129382,5.031280469129382,4.357818976343494,4.909034018879678,2.4569667310410526,0.2078176232142855,2.174470191290542,37.61837175285059,28.29407675194661,13.792119830929712,170.64595402943502,4.658066786369904,152.10314924859352,3.849999999999998,10.359374999999975,3.8888394061773885,2.6148000949818186,0.6370196555977851,0.0448395594011991,0.0687553419765696,0.5682643136212154,16.7
2024-01-03,28.7,78.03333333333335,1.4333333333333333,33.23333333333333,81.27777777777773,3.7944444444444403,25.433333333333337,59.333333333333336,0.0,0.5742701388888883,0.26416426388888864,5.031280469129382,5.031280469129382,4.203707401987041,4.971092894887921,2.488027137860733,0.21610899046428547,2.3913775879996937,37.61917654592852,28.11002966258806,13.656927829181244,170.64595402943502,4.658066786369904,150.60728506964858,3.8999999999999986,10.9722222222222,3.975800544658581,2.6609567781941457,0.6574218832322177,0.04627373304371917,0.0742265836227397,0.583195299609478,16.7
2024-01-04,28.875,76.525,1.475,33.65,79.5052083333333,4.12395833333333,25.775000000000002,56.75,0.0,0.6041203124999995,0.27789534374999975,5.031280469129382,5.031280469129382,4.139631878085654,5.018257633091396,2.511633043258522,0.22791457328571404,2.5553222058452754,37.62037054221625,28.031688913607717,13.599333037176319,170.64595402943502,4.658066786369904,149.9737192744587,3.9374999999999987,11.37760416666665,4.061461646768752,2.709815819218158,0.6758229137752971,0.04756261179497525,0.07868583460596318,0.5971370791693339,16.7
2024-01-05,28.32,78.06,1.5,32.66,80.81249999999996,4.144999999999996,25.360000000000003,60.2,0.76,0.5473437499999996,0.2517781249999998,5.031280469129382,5.031280469129382,4.002992726370406,4.76869722399155,2.386728302288067,0.20561274188571405,2.380139847419115,37.619155436601886,27.934383388950685,13.528076483004975,170.64595402943502,4.658066786369904,149.1688871157168,3.6499999999999986,10.30624999999998,3.879864553044733,2.652645336155186,0.6136096084447735,0.04324892998502246,0.06734094251303943,0.5462686659317341,16.7
2024-01-06,28.099999999999998,78.36666666666667,1.6333333333333335,32.38333333333333,81.0520833333333,4.344097222222218,25.28333333333333,60.833333333333336,0.6666666666666666,0.549660069444444,0.2528436319444442,5.031280469129382,5.031280469129382,3.965429974902707,4.6822449280253595,2.3434590126082373,0.20575688524999977,2.368026426807031,37.61891267934559,28.039208379681128,13.60525893186477,170.64595402943502,4.658066786369904,150.00912957791218,3.5499999999999994,10.109374999999984,3.824698461380372,2.641210640855027,0.5917439102626724,0.041744435019355985,0.06345418659684707,0.5282897236658254,16.7
2024-01-07,28.157142857142855,77.97142857142856,1.6285714285714286,32.785714285714285,80.74999999999997,4.3383928571428525,25.24285714285714,59.142857142857146,0.5714285714285714,0.5774342261904757,0.2656197440476188,5.031280469129382,5.031280469129382,3.996208120882689,4.824738485537408,2.414776898947653,0.21624811747959158,2.479151740088233,37.61922554972249,28.24374543143175,13.757328205639768,170.64595402943502,4.658066786369904,151.55392334565803,3.7714285714285714,10.803571428571415,3.904489542031978,2.6350068547725383,0.6347413436297197,0.044675552843794666,0.0734792906140622,0.5612620530156576,16.7
2024-01-08,28.3,76.81428571428572,1.7428571428571427,32.9,79.49702380952378,4.6270833333333306,25.542857142857144,58.285714285714285,0.5714285714285714,0.6104282738095232,0.28079700595238066,5.031280469129382,5.031280469129382,3.965350508735557,4.783889219145467,2.394331881022246,0.22911321523469358,2.57320935113369,37.6201415437175,28.568860638805024,14.00152977626526,170.64595402943502,4.658066786369904,153.84766881540685,3.6785714285714284,10.60565476190475,3.9277694541824326,2.6766454146240943,0.6255620197791691,0.044070001650672444,0.07094617989340432,0.5546158398857648,16.7
2024-01-09,28.17142857142857,76.57142857142857,1.7428571428571427,32.68571428571429,79.47321428571426,4.662202380952378,25.471428571428568,58.0,0.9428571428571428,0.5803092261904758,0.2669422440476188,5.031280469129382,5.031280469129382,4.042698739104352,4.7191405630915435,2.3619252419172234,0.2175396077755099,2.527463315375624,37.620333789370775,29.01913978494624,14.344050369539932,170.64595402943502,4.658066786369904,156.7407454533473,3.607142857142857,10.736607142857135,3.8880460036933706,2.6664090419352187,0.6108184808790761,0.043042115996038834,0.0703078866722353,0.5405105942068408,16.7
2024-01-10,27.95714285714286,77.22857142857143,1.614285714285714,32.48571428571429,80.01190476190474,4.490178571428567,25.214285714285715,58.42857142857143,2.314285714285714,0.573912202380952,0.2639996130952379,5.031280469129382,5.031280469129382,4.082917016846763,4.7132609177989035,2.35898248519181,0.21452320834438754,2.4598007103915207,37.61981359525015,29.353701996927807,14.593701560835042,170.64595402943502,4.658066786369904,159.2081093897231,3.635714285714286,10.791666666666657,3.847832119602633,2.6306393306973628,0.608596394452635,0.04287435857803447,0.07041271422733282,0.538183680225302,16.7
